"XXVI GUARATIBA"," 147 371","  0","  0","  1","  1","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  9"
"GUARATIBA"," 131 065","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","  3"
"BARRA DE GUARATIBA"," 4 513","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"PEDRA DE GUARATIBA"," 11 793","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  3"
"ÁREA DE PLANEJAMENTO 5.3"," 358 475","  0","  0","  2","  2","  4","  5","  1","  4","  1","  3","  0","  1","  2","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  2","  1","  0","  2","  1","  3","  2","  0","  0","  40"
"XIX SANTA CRUZ"," 358 475","  0","  0","  2","  2","  4","  5","  1","  4","  1","  3","  0","  1","  2","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  2","  1","  0","  2","  1","  3","  2","  0","  0","  40"
"PACIÊNCIA"," 111 777","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","  8"
"SANTA CRUZ"," 202 045","0","0","2","1","4","4","1","1","1","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","2","1","2","2","0","0","  29"
"SEPETIBA"," 44 652","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  3"
"IGNORADO","  0","0","2","0","4","1","1","1","2","0","1","2","1","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","1","0","1","  29"
"Fonte Informação Epidemiólogica: SINAN - S/SUBPAV/GERÊNCIA TÉCNICA DO SINAN - SMSDC/RJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fonte:Média Geométrica Anual de Crescimento com base nos Censos Demograficos 1991 e 2000-IBGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(1) O bairro do Vasco da Gama foi criado após a realização do Censo, assim os dados deverão ser obtidos em breve a partir da base de microdados;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obs: 1 - Foram classificados como Dengue todos os casos com exceção dos classificados como ""DESCARTADOS"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(*)Por convenção internacional as semanas epidemiológicas são contadas de domingo a sábado. A primeira semana do ano é aquela que contém o maior número de dias de janeiro e a última a que contém o maior número de dias de dezembro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
